"(Intercept)","input_noise_magnitude2","block","input_noise_magnitude2:block"
27.5444508540835,20.6557752458917,-0.533201084121475,0.0878965003834659
28.9233324687564,21.1990107261499,-0.594618516013795,0.112815659460873
27.8920610550518,20.9724138354119,-0.544018653094222,0.070730357220173
27.7739742213684,21.6748232489363,-0.465759522994465,-0.0413614430986242
28.6367802421131,20.8127988473927,-0.57530211334609,0.128943490877337
26.8467350636483,21.0633256959974,-0.521082786429814,0.113523975048515
28.9463872351391,21.6592321432628,-0.474108421095206,-0.0497117341205318
26.7643487102843,21.2645650994075,-0.428371324306421,0.0059503008057028
28.319707971808,20.9714310026031,-0.50272238131161,0.0879638568335518
28.3614301312464,21.1112334814801,-0.466816685317654,0.0688200523735888
28.3313914815648,21.1014471285994,-0.578581028132551,0.1317420272638
27.8342039993198,21.4813345217588,-0.481112904257604,0.0529064492019956
27.384532085045,21.434408604055,-0.494752803791884,-0.0151726404701555
27.1109106436511,21.1010595813785,-0.471149143645857,0.0747294088414679
26.8207342479783,21.6307486697496,-0.543578660983764,-0.0145141773570059
28.0535688288237,20.5210351339201,-0.641784655391107,0.161512246253312
26.8822393329365,21.9987188277368,-0.510830815330475,-0.0894582537595329
27.0536827844546,21.2923660765072,-0.518110457656334,0.113267908571281
27.8886386143684,21.28274671826,-0.47057032398135,0.00788146856566587
27.5637515636873,21.2252737965001,-0.536456942127718,0.0575509059893064
27.8246100880655,21.8217703127716,-0.493678497430114,-0.0254915071834468
27.5716037385903,20.8885389329578,-0.630489771158629,0.135997132033304
27.611103837084,21.3367799455729,-0.512032406229074,0.0526683096187466
27.5471363624062,21.5875970294777,-0.489776338770739,-0.00357698046138262
27.0816295891017,21.6849885820145,-0.521669241069589,0.0886806745891242
27.0915241977798,21.7264640127807,-0.499315174876881,-0.0159678795839337
28.5694010958338,21.1666664915067,-0.589486442203993,0.0701476934870929
27.1334738591751,21.2947785703138,-0.44582154182853,0.0310223355174369
26.9301963090936,21.0613254417497,-0.435396981317136,0.0331271553236145
27.7842833521583,21.6592541195891,-0.493271862647478,0.0313768904941424
27.5242422167869,21.2956982334599,-0.51996162891271,0.0959740133958277
28.3821042951172,20.7042984634041,-0.600969683064359,0.220839003815612
26.8819151141459,21.2538434978053,-0.524488943067675,0.0640726112396443
26.4906914517987,21.8325276828211,-0.47732295997922,-0.0799272430804845
25.9925500332634,21.8765673524298,-0.439188958083947,-0.0586527795474077
26.5686051594907,22.0408408537282,-0.477333341069818,-0.140241629428966
26.7701032540043,20.9974602538753,-0.622714352787805,0.102059409833741
26.4203948344978,20.8975946763945,-0.60065743269044,0.0848494309009697
26.0535777166414,21.2177361097925,-0.521778356573095,0.0811146529694927
26.9184406362685,21.3163903993035,-0.535933863529027,0.0441907144871553
27.3118885971971,21.7658134908685,-0.406726152475228,-0.0697527567258479
