"(Intercept)","feedbackpositive","feedbacknegative","input_noise_magnitude2","ExternalLC","InternalLC","CESDR","avg_dist_trialwise","feedbackpositive:input_noise_magnitude2","feedbacknegative:input_noise_magnitude2","feedbackpositive:ExternalLC","feedbacknegative:ExternalLC","feedbackpositive:InternalLC","feedbacknegative:InternalLC"
5.01464214211667,-0.0645466233801641,-0.149612064377373,-1.49015037594511,0.374433985489462,0.0671662699026292,-0.00771034929313791,-0.033962486973555,0.0730846072319419,0.0591006635539358,-0.0102477640351222,-0.0542082687346497,0.048400521305795,0.0117981448648327
4.82116746538949,0.113167439233904,0.0532281335903898,-1.39732147295418,0.499455140495019,0.0287999101100147,0.0109774971413738,-0.035586416753607,-0.0263780708016399,-0.00215947463972822,0.020934502464053,-0.0662549947996849,0.00905252443553712,-0.0349763297658965
4.9321246684102,0.0124370316189573,-0.142069756981789,-1.31491294502266,0.688154784601013,-0.156762790673786,0.00277412515528996,-0.0362498704399351,-0.0491709874447093,0.0161981901402962,0.0582662169531065,-0.00860897110169668,0.0175043290484486,-0.00113821027406866
4.24700208488503,0.289892580434997,0.102015615723944,-1.32956685465347,0.617764623918962,0.0393569305376032,0.0252996726202519,-0.0351494364910564,-0.0751760224035167,-0.0454939183997902,0.0072121006894902,-0.0751737600857959,-0.0230945664483516,-0.0237706564623099
4.63198022544032,0.378709789898362,-0.11171134264983,-1.39256398605711,0.613353572718805,-0.000354640854823726,0.00609510044187612,-0.0351803633871348,-0.0595829316359509,0.0944568717368681,-0.0383443159614686,-0.119213605274804,-0.0249850371798097,0.0206897888885779
5.17205961296946,0.0349788091050488,-0.18491066671677,-1.44046167442531,0.519604173900163,-0.0785700265343757,-0.000132716460536219,-0.0357442303221912,0.0437319851071641,0.209125457498001,-0.0156634472853111,-0.0901440668512548,0.0296326850642208,0.0172878122209135
4.25170752212483,0.0900259198023764,-0.140231541276895,-1.43574276525595,0.159369275536871,0.318089465459712,0.0155006500013654,-0.0360232344149068,0.0594799759811317,0.124797812959377,0.054954946766721,-0.0183270671367578,-0.0245169308079127,-0.0259968709105163
5.32878737947294,0.10042631969538,-0.174375471917687,-1.45669180370586,0.317714334607304,-0.033848372129877,0.00207279832580571,-0.0350226146538399,0.043067739098346,0.0838134467366026,0.0388414851272041,0.0237593934501486,0.00185779096176466,-0.0292762942900349
5.63158261864289,-0.120820991352544,-0.203756407048129,-1.36064127522825,0.226469623384159,-0.0723344415086383,0.00728798548806135,-0.0343249315027691,0.0202261456977841,-0.0494965881222516,0.0570712929354995,-0.0287889268531856,0.029861211405646,0.019366029251159
4.90332935193846,0.14306715840343,-0.0659072622455368,-1.45406827787676,0.465943187724775,0.0840994795691954,-0.00954132316738838,-0.0340121550157277,0.0662741637543721,0.0748576259647901,0.0765564012528183,-0.0482687149105961,-0.0516320144001517,-0.0291876597788111
4.13062040480985,0.234536953103433,0.0942799121339132,-1.3484334435954,0.519897646986726,0.148046251472797,0.0060712522412351,-0.0346361791286599,-0.05446772731877,-0.00924474191936792,0.0340894140357283,-0.0794147105962931,-0.0387151467745652,-0.0325220579240284
4.36348996048512,-0.109636611686575,-0.224672292720914,-1.3848062108076,0.516789674189594,0.118063484539804,0.0126309918745747,-0.0364859256936916,0.0629719004471238,0.0425728333739423,0.0747962555702807,-0.0523784108480283,0.0184198942269865,0.0341410051766539
