"(Intercept)","feedbackpositive","feedbacknegative","input_noise_magnitude2","ExternalLC","CESDR","block","avg_dist_trialwise","feedbackpositive:CESDR","feedbacknegative:CESDR","input_noise_magnitude2:block","feedbackpositive:block","feedbacknegative:block","input_noise_magnitude2:CESDR","input_noise_magnitude2:ExternalLC"
2.22543701150946,0.0987703857407698,-0.0787027348696535,-0.162555263586045,0.0518223099437575,0.0070818538115933,0.00975379921612097,-0.00861653677912719,-0.000542257287215946,0.00225503427228321,-0.0163777103831699,-0.0119035139777413,0.000254065402438786,-0.0131165858499676,0.000239011191448398
2.10459113038679,0.0885324166236764,-0.0954699451022924,-0.371207517347427,0.0643068342425922,0.0122837936830673,0.0107140699926612,-0.00892235007629613,0.00014030126472333,0.00132328501118893,-0.0177138169031018,-0.0141987546756803,0.00538870646266957,-0.0169106495538019,0.165688331452127
2.39810527986646,0.063607908845411,-0.101615859833759,-0.451242431754496,-0.0190950166101806,0.00600909358970133,0.00763815203056062,-0.00867416666258273,-0.000102080092881557,0.00178936932963739,-0.0179572255829818,-0.00762690816928216,0.00387269390347962,-0.0195153991044531,0.179850972560623
2.20017669870288,0.0805832187064092,-0.0984639884329046,-0.332134548936291,0.072393025546165,0.00246943964992192,0.0116418189059451,-0.00875239933363291,-0.000241540732049673,0.00264533983340146,-0.0219279321456456,-0.00873388154749214,0.00129402471235495,-0.00307660670754442,0.0280214995149626
2.18073881458585,0.0884297654459936,-0.0842090183886766,-0.348518830870798,0.0559421991750378,0.00748973710235403,0.0123266065103824,-0.00898914217537341,0.000297290315392816,0.00161279058551071,-0.0208064717726578,-0.0126651780831758,0.00142004062675735,-0.0181195833264098,0.150244691188905
2.10831843858292,0.0735030321261343,-0.0878166833899183,-0.219026064395569,0.0741486346680443,0.0112120389728046,0.0102401737151426,-0.00886028274164284,7.37044565734882e-06,0.00225349852536196,-0.019053155614446,-0.00754393396056882,0.0028569365264739,-0.0213455821068582,0.0915775935627351
2.21961562990765,0.0995806288016402,-0.0908507304751183,-0.487405019963354,0.0164514771074753,0.0104026548359627,0.00666250739879863,-0.00887771402819294,-0.00165279819794417,0.000873570094066321,-0.0184668577831292,-0.00988272029981825,0.00637910313522619,-0.0151115241408753,0.165651751215719
2.08392265994595,0.0957415417240283,-0.0795380685158706,-0.0114192439766264,0.096011167069765,0.00786872348030599,0.0109155417888244,-0.00885202282751517,-0.000583304000329133,0.00216484027154686,-0.0229114662004041,-0.0126242648764734,0.000462310844192272,-0.022400056706829,0.02789753055536
2.204410461658,0.0879663596418355,-0.0791790488687491,-0.285576891725461,0.0539249961585296,0.00738002296952408,0.0116314042648903,-0.00905742637391435,5.44007790938446e-05,0.00198859293183759,-0.0215561015873433,-0.0111673311291388,0.000894533232574121,-0.0181752117119875,0.102504693084901
2.28831850572867,0.0885750827954116,-0.0918475928250817,-0.443825190958676,0.0404536841556947,0.00208851481027526,0.0108122872032362,-0.00896905789978672,-0.000232856536584268,0.00203970261154796,-0.0217559828357607,-0.0105098873222338,0.00392338317809766,-0.0100130712110403,0.131984716147094
2.16095006773913,0.115131454945005,-0.0755895223259066,-0.330707262575045,0.0498735136060546,0.00965112019793212,0.0109006017826223,-0.00925107819879666,-0.000686910368152831,0.00137679463454039,-0.0156144066264865,-0.0164293935049132,-0.000641292350488251,-0.0143203384353378,0.103154368537926
2.20000458144416,0.0963648266000368,-0.0781151067869984,-0.0616850044487324,0.0258719953890197,0.00966796044335658,0.0102862695806925,-0.00904520979783609,-0.000452382907785463,0.00214562012018384,-0.0201558220228799,-0.010788139048601,0.000223453122496667,-0.0192308179055904,0.0164020763397885
2.29335131256097,0.0828086025963748,-0.0984536145103515,-0.457923221899272,0.0413336824158996,0.00390415913107474,0.00630301278959148,-0.00861315216191823,2.94261375128783e-05,0.00236552225746411,-0.0137583410834683,-0.0092866776460089,0.00398612449569196,-0.00905024503139124,0.090995678466879
2.14470459946788,0.0997265860554404,-0.0903203235450156,-0.243039221543495,0.0594718699907941,0.00687009801534386,0.011151571974012,-0.00848195329608693,8.91626458566151e-05,0.00262039705825766,-0.0188564850505703,-0.0135365284858117,-0.000736136135072278,-0.0161931680659112,0.0970078150167449
2.18654844241554,0.0972606132718906,-0.075873907414532,-0.350079326306948,0.0524673111604188,0.0103515021777461,0.0110483926894302,-0.00946814306157591,-0.000163885917191089,0.00149696714099426,-0.0210639968590046,-0.0128232130866167,-6.85955235254328e-05,-0.0192966334141132,0.146120580575777
2.13216280050961,0.0553457779872278,-0.11388599017678,-0.209480752947462,0.12228650149316,-0.000325682918234642,0.00817131971432376,-0.00903694930060399,0.00067005065411036,0.0027852139793052,-0.0206705949330859,-0.00720150323247575,0.00454754031802239,-0.0097785644519194,0.0290798505012286
2.25882897907863,0.0928013742356349,-0.0988443971404324,-0.226993951014824,0.042974676632545,0.00433194264809283,0.00858669162412662,-0.00896982663624458,-0.00104251980842997,0.00159221579891462,-0.0232899589870999,-0.00794456871654554,0.00684448474443373,-0.0129660534323669,0.0820652355096449
2.21811069692054,0.0690628726092247,-0.114264639710646,-0.491474274161035,0.0835005391620532,0.00229407131760845,0.00460057713233973,-0.00912742862304041,0.000555054559467598,0.00328423798092477,-0.0164775129861292,-0.00753472391133383,0.00524333994408401,-0.00459997904985103,0.150610960541763
2.17947363262853,0.0997838170137556,-0.0896011389871252,-0.333340394213694,0.0558843753951262,0.00942715356113701,0.0102872530424785,-0.00931421894510031,-0.000260133638020515,0.0020502737229374,-0.0187492966319936,-0.0117883377790658,0.0037104873388343,-0.0177770603557392,0.125512675215074
2.40014624619174,0.0802529200023263,-0.0858813766239678,-0.503356654160713,0.00528687866056945,0.00629426625555301,0.00794270136180983,-0.00913301499810243,-0.000307787607406906,0.0017673565861396,-0.0196618509924587,-0.00939316790946631,0.00184401061431777,-0.0151364984736633,0.196895689010983
2.0903635862306,0.100374092915949,-0.0889896618435596,-0.298410012367227,0.100326029066995,0.00721517570842983,0.00811940794908525,-0.00925537867826735,-0.00109622143132765,0.000863400548014996,-0.0193658433549252,-0.0102686713555171,0.00585269207568427,-0.0160902051841026,0.0766017860900332
2.09507627842179,0.0786141170043299,-0.0981331025817188,-0.187098124913616,0.0304307900049882,0.0162713543161755,0.0103227043953194,-0.00905381988750739,-0.000662690660453562,0.000885989234392043,-0.0233727117936374,-0.00883969674911456,0.00643934718126655,-0.0243260853669868,0.123362223995105
2.12817300098501,0.105472990729279,-0.0880482464811838,-0.188244268905258,0.0675620167770705,0.0101668809081397,0.0109590477616038,-0.0087483815439839,-0.000579180591850939,0.00146374268572661,-0.0212393450296957,-0.0116980725318363,0.00214635747427287,-0.0220497681388026,0.103268338719863
2.15197066189791,0.0684747964170377,-0.0950210473969189,-0.506027612101439,0.0863405173458599,0.00590963926213625,0.00642706213583877,-0.00889780301442717,0.00055672578877593,0.00247532860253555,-0.0163501351672444,-0.00811079342605731,0.00283875602575283,-0.0130747342811064,0.170052065854673
2.20925125962711,0.0934330973636023,-0.0869425608984365,-0.366013200598417,0.105028962127393,-0.00105129700084107,0.0080232090855127,-0.00907953280395516,-0.00123632675066145,0.00152115794535695,-0.0176616988266691,-0.00852800639047047,0.00408035581604272,-0.00687441997215179,0.0624929300928242
2.14420690869414,0.0640852087700366,-0.107247369516709,-0.193127562447091,0.0612343778699327,0.0124874372873653,0.0072022896492422,-0.00900165647236185,-0.000377211064542455,0.0022353029773108,-0.0210686163957922,-0.00566538861771396,0.00600321215960664,-0.0181512468538924,0.0761104994366749
2.08506277563026,0.0806926495801964,-0.0691293737199424,-0.350285346491193,0.101600064419782,0.00953926537775782,0.0124016145082901,-0.00877685910130492,-9.67631266400887e-05,0.00164651593437399,-0.0191836148997797,-0.010598481422603,-0.00285075356935656,-0.0206601682846145,0.150608034862352
2.27882053477066,0.077323933068954,-0.0916843851933493,-0.312555249917689,-0.0145355320993588,0.00771942634026962,0.00854198575935684,-0.00893665842214534,0.000597875637138653,0.00231529708755442,-0.0197967223013874,-0.009919200703126,0.00371482249588948,-0.0129533575454005,0.108975069426714
