"(Intercept)","feedbackpositive","feedbacknegative","input_noise_magnitude2","ExternalLC","CESDR","block","avg_dist_trialwise","CESDR:negative_feedback","input_noise_magnitude2:block","input_noise_magnitude2:CESDR","feedbackpositive:block","feedbacknegative:block"
2.07911922887308,0.0800083843587974,-0.101682067946142,-0.150813639291928,0.148089034791342,0.00137992806994367,0.00857952147771854,-0.00888081810644184,0.00199674138147666,-0.0177167221680961,-0.0104764527955792,-0.00954444080659273,0.00376186777497131
2.22986464569839,0.0708235724646729,-0.121671713173257,-0.141754057497966,0.0689770432420804,0.00761829730890686,0.00386460662205862,-0.00911834014873619,0.00335639107545419,-0.0146791290300552,-0.0145873490783732,-0.00840609012560455,0.00749692642947729
2.19489044552572,0.0823406219008674,-0.0933441077622804,-0.131682936026705,0.0984973655415291,-0.00325635504921632,0.0111373458745488,-0.00897864161386711,0.00226253839202943,-0.02284377125547,-0.0104660036755017,-0.00997856681701663,0.00369675586009326
2.05115020724963,0.0795858231187858,-0.0922667607304671,-0.220235637772099,0.1559013612248,0.0021401140216376,0.01025770102001,-0.00909893016346366,0.00144708644138303,-0.0183684272094021,-0.00289971681526167,-0.00983613457643808,0.00264893736888033
2.09982351173177,0.076458954042932,-0.134863537262935,-0.0334454614804265,0.0891854204677246,0.00862353628596031,0.00913908608373679,-0.0092404963219571,0.00319851281204697,-0.0217276938289199,-0.021750961046376,-0.00833859138328938,0.00785842471553582
2.09603297888375,0.0845582872644829,-0.10600679518881,-0.0275591416576628,0.103131504502746,0.00819425525760097,0.0104037711635038,-0.00924333269748212,0.00316227658102803,-0.0237487067440764,-0.0166902848126732,-0.0112999914602409,0.00232890793165569
2.05405566013113,0.0848031921303459,-0.100084486045142,-0.0729557570327051,0.153082743444048,0.00336569170491121,0.00928606713051248,-0.00923423957892996,0.00164833078597817,-0.0192145475586087,-0.0169143359849353,-0.0128847429497559,0.00312868347994959
2.14750300083076,0.0794524754373504,-0.121987686511138,-0.0541509401114017,0.0914543083034944,0.00293205115764273,0.00970465749840642,-0.00900245813745373,0.00351799228931506,-0.0165938394846045,-0.0159934921720837,-0.0109539042480066,0.00262327356471377
2.15160849050711,0.105626350843652,-0.0786984216251512,-0.16631909468551,0.0883979075454903,0.00305424932491451,0.0130098437752473,-0.00890368994827407,0.00214759306704837,-0.0203742969496512,-0.0118252148316112,-0.0137442525342115,0.00241308226788121
2.14067142101925,0.0697671579518881,-0.0917020120625339,-0.249369201405336,0.107441908636727,0.00507437368705438,0.00829062667122123,-0.00922391126651721,0.00247858504850633,-0.0222818684684366,-0.00727394453917727,-0.00854959537690994,0.00409298478155611
2.19811924270427,0.0636644099975691,-0.114582008294315,-0.0489211839769707,0.0610217286021679,0.00523030161764427,0.00990311006410428,-0.00881062376546634,0.00190187188745909,-0.0205424239977456,-0.0156454768360726,-0.00799444459637716,0.00270530814338759
2.1620392293567,0.0989623483149183,-0.0815009753104672,-0.0955606670633845,0.0886163236870175,0.00600319546570193,0.00855876363379615,-0.00889487013425897,0.00292046564164579,-0.0189781780272555,-0.0168560732945692,-0.0138254627736393,0.00390773792744995
2.07224352146961,0.0729467199102134,-0.117368874739504,-0.22046683973264,0.150056345749568,0.00636195961967022,0.00924363524401351,-0.00911526498494277,0.00355653631286639,-0.0168405999816428,-0.0095282205257729,-0.00908992130296496,0.0045729507762586
2.03395188318459,0.0867570358883642,-0.120560396610034,-0.0907689403256035,0.123457088467372,0.00939336304563793,0.010897072066726,-0.00876658034982414,0.00309072818017806,-0.0197863475925918,-0.0161642216445704,-0.0122315726770423,0.00396294059365427
2.17248624558657,0.102736078865908,-0.103942093556615,-0.135694415919976,0.0922801816352785,0.000733130474709694,0.012284243575005,-0.0087623374667739,0.00326471132576396,-0.0190163542775168,-0.0107588595262896,-0.0135448686900882,-0.00019165166996482
2.16053759552298,0.0972382122970121,-0.0831575683117836,-0.178532846276658,0.126346816446026,-0.000643977836447462,0.00917569391812548,-0.00899474450931372,0.00100681190526779,-0.0187547487931346,-0.0101362391982894,-0.0116027139221212,0.00229678762995323
2.10012644029074,0.0831523893334154,-0.0953523001892428,-0.153634984811177,0.117403842466926,0.00444875368755279,0.0108446425078976,-0.00932017916114961,0.00226219660620727,-0.0171891281248183,-0.0122600706811864,-0.0114778063687155,0.00214586883209844
2.26577868480739,0.0810751949568423,-0.060285812088093,-0.119120476325455,0.0642819813494957,0.00344741437248791,0.00954948540396105,-0.00914739561314152,-9.96434018773046e-05,-0.0195156650389866,-0.0115132197259796,-0.0102718746313432,0.00242152956799519
2.15417118242946,0.0692547298463537,-0.104292283779356,-0.135766662087051,0.0738063171665785,0.00515036924813114,0.00543198810556509,-0.00892293226348288,0.00250217837633655,-0.0173010816479744,-0.0125744102844315,-0.00867944498886689,0.00420196214106571
2.09682721896207,0.0783165149770261,-0.111995979744027,-0.0998008645106008,0.0979585574364271,0.00880637466373047,0.00816846612102214,-0.00932282099427627,0.00217477723356051,-0.0229055806393167,-0.0125707199530296,-0.0102104658474564,0.00584860533743403
2.11994679562409,0.0773433537075372,-0.119710937465393,-0.0955246049420822,0.108325817184079,0.00545424925437832,0.00801724914163584,-0.00916526678655948,0.00201278561677906,-0.0205488093488057,-0.0139562147472202,-0.00904935416940074,0.00710726753604507
2.10236659881868,0.090179894368342,-0.0987011298680519,-0.155396755887544,0.119239302281989,0.00557583521415651,0.00898753935689228,-0.00870921673262319,0.00230364496333207,-0.0225412447226517,-0.0121306410161741,-0.011377019918343,0.00450059629955584
2.21029210277705,0.0922862712114199,-0.0714477472792111,-0.0750630456581826,0.0667586790645085,0.00804851338427612,0.00731007671775591,-0.00926599220533191,0.00077594549336256,-0.0169631888467161,-0.0184567419234271,-0.0128192515433449,0.00343731093966161
2.18792758582971,0.0992652521810632,-0.0455571003931335,-0.234464763228705,0.107385449207201,0.00124828220810578,0.0138553811082633,-0.00880440659263984,0.000817103803477045,-0.0202419868739157,-0.0091787608605148,-0.0141200727423997,-0.00312135009930456
2.2106960253229,0.0869120004863451,-0.0633078459149482,-0.158182741590547,0.0628176212034681,0.00465248515961089,0.00985453493103213,-0.00887184767940832,0.000321182096968591,-0.0224152349033687,-0.00914674681577243,-0.0118328268472326,0.00112601880001359
2.08691325669413,0.0836455640643705,-0.0828067359777266,-0.183963703591084,0.136162961917025,0.00294815495745218,0.00851993791397576,-0.00893431571855535,0.000827901984924958,-0.0149396231198015,-0.00729282251211382,-0.0106858658566388,0.00169426731247958
2.14953188661682,0.0661508969954362,-0.129120397266497,-0.190690262702061,0.118914064827202,0.00231583338917086,0.00552552020162783,-0.00912654668447724,0.00286176256339609,-0.0161960096966745,-0.0112308928302552,-0.00810436794331401,0.00477923222683788
2.07579407617968,0.0613332760575182,-0.0918439149837665,-0.247446768472682,0.13897280340235,0.00401063790404861,0.00732728196233952,-0.00885026726881179,0.00197544504385702,-0.0196161370548812,-0.00732192717565262,-0.00556550749016085,0.00443641655671248
2.09976245754995,0.0656016494218068,-0.123384391629121,-0.0614614745424797,0.0872235209058437,0.0129910574606764,0.00963912327367147,-0.00892799816348877,0.00240869722602937,-0.0240189173058314,-0.0192200979511857,-0.00651133369609823,0.00614463979350191
2.08166602394637,0.0968479812728286,-0.0784330070865083,-0.143546168572933,0.128916903112427,0.00254287477693017,0.01204921415822,-0.00916342813895125,0.00254363217756923,-0.0181412202192704,-0.0116166182789894,-0.0124755613231763,-0.000168415568569268
