"code","block","trial","input_noise_magnitude","inpnoise_ascending","feedback","SoC","avg_dist_trialwise"
1,1,1,"2","1","positive",3,45.9802884096884
1,1,2,"2","1","negative",5,27.928305318796
1,1,3,"2","1","positive",3,51.8420824648169
1,1,4,"2","1","negative",2,44.9827072247972
1,1,5,"2","1","positive",6,35.4174242229961
1,1,6,"2","1","positive",2,60.0084694125967
1,1,7,"2","1","negative",2,51.8759816916105
1,1,8,"2","1","positive",4,33.9080620224792
1,1,9,"2","1","positive",3,41.0885076754893
1,1,10,"2","1","neutral",1,50.8991157287999
1,1,11,"2","1","positive",2,54.8349225134224
1,1,12,"2","1","negative",3,48.1087711559327
1,1,13,"2","1","neutral",1,72.8731543159305
1,1,14,"2","1","negative",2,48.2675768638229
1,1,15,"2","1","negative",3,40.9224986158416
1,1,16,"2","1","positive",4,36.0277699426427
1,1,17,"2","1","positive",3,41.6870412890579
1,1,18,"2","1","neutral",1,99.2876963507526
1,1,19,"2","1","positive",3,37.4700041650245
1,1,20,"2","1","neutral",2,66.1943198756489
1,1,21,"2","1","negative",2,45.7775659926423
1,1,22,"2","1","negative",3,33.0408232458792
1,1,23,"2","1","negative",1,61.1119959618663
1,1,24,"2","1","neutral",2,39.5358363578397
1,1,25,"2","1","negative",2,59.4287851373091
1,1,26,"2","1","neutral",2,55.2822276947111
1,1,27,"2","1","neutral",1,46.0448084410334
1,1,28,"2","1","neutral",2,47.1230254922242
1,1,29,"2","1","neutral",4,34.5249430288923
1,1,30,"2","1","neutral",3,61.7136782637647
1,2,1,"0.5","1","positive",6,31.4980564301162
1,2,2,"0.5","1","neutral",5,27.4057204672316
1,2,3,"0.5","1","positive",7,22.5058048253986
1,2,4,"0.5","1","neutral",7,28.5732199116515
1,2,5,"0.5","1","neutral",7,19.1527072729116
1,2,6,"0.5","1","positive",7,19.4128633232012
1,2,7,"0.5","1","positive",6,30.6872945230211
1,2,8,"0.5","1","positive",6,27.6239135996946
1,2,9,"0.5","1","neutral",6,29.7044074131776
1,2,10,"0.5","1","positive",7,20.234250039273
1,2,11,"0.5","1","positive",7,17.2202547757678
1,2,12,"0.5","1","positive",7,18.174570576424
1,2,13,"0.5","1","negative",7,22.7032999360458
1,2,14,"0.5","1","neutral",6,32.9311735891481
1,2,15,"0.5","1","positive",5,31.7335282272128
1,2,16,"0.5","1","negative",7,14.3908399277518
1,2,17,"0.5","1","neutral",7,26.6735804273226
1,2,18,"0.5","1","neutral",7,20.6118043957107
1,2,19,"0.5","1","negative",6,32.2028184833968
1,2,20,"0.5","1","positive",6,28.1336277942209
1,2,21,"0.5","1","neutral",6,26.0704919943401
1,2,22,"0.5","1","neutral",7,20.4623608453456
1,2,23,"0.5","1","negative",6,33.140373843172
1,2,24,"0.5","1","negative",6,27.2594623618734
1,2,25,"0.5","1","negative",7,19.491719578597
1,2,26,"0.5","1","neutral",6,31.1198504095158
1,2,27,"0.5","1","negative",7,25.6621886701879
1,2,28,"0.5","1","negative",5,31.9312237033031
1,2,29,"0.5","1","negative",6,27.5774384481025
1,2,30,"0.5","1","negative",4,39.5985521720721
1,3,1,"2","2","neutral",1,57.5828300793109
1,3,2,"2","2","neutral",3,49.8658027204553
1,3,3,"2","2","positive",2,54.1800465993137
1,3,4,"2","2","neutral",5,32.618805458585
1,3,5,"2","2","neutral",4,41.2416159293497
1,3,6,"2","2","positive",5,34.4672379688459
1,3,7,"2","2","negative",3,49.2047718237269
1,3,8,"2","2","negative",3,50.9834803798936
1,3,9,"2","2","positive",3,47.1218224707626
1,3,10,"2","2","positive",2,47.953088072387
1,3,11,"2","2","positive",3,58.113265029455
1,3,12,"2","2","neutral",2,35.7009839456975
1,3,13,"2","2","neutral",3,52.3276725422633
1,3,14,"2","2","neutral",2,41.1143569712641
1,3,15,"2","2","negative",2,42.2707949483288
1,3,16,"2","2","negative",1,52.1134630323989
1,3,17,"2","2","neutral",2,40.6927876509141
1,3,18,"2","2","negative",2,37.4813088526805
1,3,19,"2","2","negative",1,49.7895540596821
1,3,20,"2","2","negative",2,37.3911090797321
1,3,21,"2","2","neutral",1,61.5515264824025
1,3,22,"2","2","neutral",1,73.4607493140559
1,3,23,"2","2","positive",2,45.726821573994
1,3,24,"2","2","positive",1,72.5846434680681
1,3,25,"2","2","positive",2,38.0195383040308
1,3,26,"2","2","negative",3,40.8540647713089
1,3,27,"2","2","positive",1,48.2749882181343
1,3,28,"2","2","negative",2,89.6013170117342
1,3,29,"2","2","negative",2,46.6438792204648
1,3,30,"2","2","positive",1,40.1962317951263
1,4,1,"2","3","positive",1,58.228626236041
1,4,2,"2","3","neutral",2,55.6681217792715
1,4,3,"2","3","neutral",2,55.225458799502
1,4,4,"2","3","negative",1,74.3058291138137
1,4,5,"2","3","negative",2,54.8558787607654
1,4,6,"2","3","positive",1,47.0650762272786
1,4,7,"2","3","negative",3,38.1633406376925
1,4,8,"2","3","negative",3,49.6577489840467
1,4,9,"2","3","positive",3,39.4232760979189
1,4,10,"2","3","positive",3,37.2127671662352
1,4,11,"2","3","positive",2,41.3656712036606
1,4,12,"2","3","positive",3,43.4512755042837
1,4,13,"2","3","positive",3,46.9110291531819
1,4,14,"2","3","neutral",2,38.6593299897261
1,4,15,"2","3","positive",3,61.0659448542445
1,4,16,"2","3","positive",4,59.2603911120433
1,4,17,"2","3","positive",1,73.0742942721109
1,4,18,"2","3","negative",1,33.0842201869931
1,4,19,"2","3","neutral",2,64.9434304011626
1,4,20,"2","3","neutral",2,56.2625418785855
1,4,21,"2","3","neutral",2,46.0481680221289
1,4,22,"2","3","negative",2,44.439547393475
1,4,23,"2","3","negative",2,32.1997843954214
1,4,24,"2","3","neutral",2,28.3934576977163
1,4,25,"2","3","negative",2,41.9067073844527
1,4,26,"2","3","neutral",2,51.8984188891653
1,4,27,"2","3","negative",2,45.4060529094387
1,4,28,"2","3","neutral",2,36.4560248361357
1,4,29,"2","3","negative",1,51.1457626003146
1,4,30,"2","3","neutral",2,41.4621819268627
1,5,1,"0.5","2","negative",7,14.4900837139996
1,5,2,"0.5","2","negative",7,16.0543528190265
1,5,3,"0.5","2","positive",7,21.5544589940367
1,5,4,"0.5","2","neutral",6,23.5441805921042
1,5,5,"0.5","2","positive",5,34.6859200655578
1,5,6,"0.5","2","negative",7,21.3861384176046
1,5,7,"0.5","2","neutral",6,17.7364423081203
1,5,8,"0.5","2","negative",7,26.1935443210371
1,5,9,"0.5","2","neutral",7,20.4279245110703
1,5,10,"0.5","2","neutral",7,27.5191280978045
1,5,11,"0.5","2","neutral",6,28.4946434444958
1,5,12,"0.5","2","positive",5,35.6664385580575
1,5,13,"0.5","2","neutral",6,32.2694249657629
1,5,14,"0.5","2","negative",6,25.8893937188727
1,5,15,"0.5","2","neutral",6,25.4662195986084
1,5,16,"0.5","2","positive",7,26.0882478081867
1,5,17,"0.5","2","neutral",7,21.1803182206173
1,5,18,"0.5","2","neutral",7,22.7352856744541
1,5,19,"0.5","2","negative",5,36.9936257603465
1,5,20,"0.5","2","positive",5,26.0966011734396
1,5,21,"0.5","2","positive",6,28.2818695950708
1,5,22,"0.5","2","positive",6,20.4676694429949
1,5,23,"0.5","2","neutral",6,27.5573177653209
1,5,24,"0.5","2","negative",6,27.9670640770391
1,5,25,"0.5","2","positive",7,21.619524836185
1,5,26,"0.5","2","positive",7,20.7322237352846
1,5,27,"0.5","2","negative",7,21.1210643951713
1,5,28,"0.5","2","positive",7,22.1279779181515
1,5,29,"0.5","2","negative",7,28.8357356409181
1,5,30,"0.5","2","negative",7,24.2755068334217
1,6,1,"2","4","negative",4,40.1530577727207
1,6,2,"2","4","positive",4,37.8651996234572
1,6,3,"2","4","neutral",2,56.0946737653866
1,6,4,"2","4","positive",3,35.7753135162647
1,6,5,"2","4","neutral",2,28.9404692455398
1,6,6,"2","4","positive",2,48.4699439357334
1,6,7,"2","4","positive",4,40.620865887559
1,6,8,"2","4","positive",2,33.142760456022
1,6,9,"2","4","neutral",2,45.1763992730971
1,6,10,"2","4","negative",2,22.458802825231
1,6,11,"2","4","positive",2,67.4897081496245
1,6,12,"2","4","positive",2,38.5919747907751
1,6,13,"2","4","negative",3,41.8235183777131
1,6,14,"2","4","positive",3,42.4302132845418
1,6,15,"2","4","positive",2,31.5310555896603
1,6,16,"2","4","negative",3,53.2521125843292
1,6,17,"2","4","positive",3,28.9469721509271
1,6,18,"2","4","negative",3,54.7584941383121
1,6,19,"2","4","neutral",2,24.4456581577398
1,6,20,"2","4","neutral",2,44.5623921765254
1,6,21,"2","4","neutral",1,55.2804309163554
1,6,22,"2","4","negative",3,46.3789826114632
1,6,23,"2","4","neutral",2,47.4248839408404
1,6,24,"2","4","negative",2,38.621357042958
1,6,25,"2","4","negative",1,51.0264002195822
1,6,26,"2","4","neutral",1,53.9313200903496
1,6,27,"2","4","neutral",1,51.4550727659447
1,6,28,"2","4","negative",1,46.8443741708704
1,6,29,"2","4","negative",3,31.632649461286
1,6,30,"2","4","neutral",1,43.5963661933943
1,7,1,"0.5","3","positive",6,23.0810418142505
1,7,2,"0.5","3","negative",5,23.5256141440956
1,7,3,"0.5","3","positive",4,31.7786966957191
1,7,4,"0.5","3","neutral",5,20.9379989459144
1,7,5,"0.5","3","neutral",6,21.1754610322638
1,7,6,"0.5","3","positive",5,26.1853963323137
1,7,7,"0.5","3","negative",6,28.6770932496033
1,7,8,"0.5","3","neutral",7,17.8755206424584
1,7,9,"0.5","3","negative",7,25.4354729470975
1,7,10,"0.5","3","positive",6,24.7207277545527
1,7,11,"0.5","3","neutral",6,29.3139108366702
1,7,12,"0.5","3","negative",7,19.9059260295251
1,7,13,"0.5","3","positive",6,22.5932805107324
1,7,14,"0.5","3","neutral",7,22.0114934092466
1,7,15,"0.5","3","neutral",7,13.3741298815001
1,7,16,"0.5","3","positive",7,24.0722901449412
1,7,17,"0.5","3","positive",7,15.6679651306565
1,7,18,"0.5","3","neutral",6,21.7909498778736
1,7,19,"0.5","3","negative",7,23.5892385679994
1,7,20,"0.5","3","positive",7,29.6679857513946
1,7,21,"0.5","3","neutral",7,24.2190956870968
1,7,22,"0.5","3","negative",7,12.9827917850271
1,7,23,"0.5","3","negative",6,24.0188810293424
1,7,24,"0.5","3","negative",5,24.7558530838062
1,7,25,"0.5","3","neutral",6,23.4389355885433
1,7,26,"0.5","3","positive",7,16.0406349356667
1,7,27,"0.5","3","neutral",6,25.1743045993413
1,7,28,"0.5","3","positive",6,27.3193931319048
1,7,29,"0.5","3","negative",7,15.9476157540437
1,7,30,"0.5","3","negative",6,24.7420953296864
1,8,1,"0.5","4","neutral",6,25.0672664782931
1,8,2,"0.5","4","positive",7,20.9208190838337
1,8,3,"0.5","4","neutral",7,19.8963255960216
1,8,4,"0.5","4","neutral",6,18.544760358648
1,8,5,"0.5","4","neutral",7,17.0731889903111
1,8,6,"0.5","4","negative",6,22.2783993127513
1,8,7,"0.5","4","neutral",6,20.8661018054621
1,8,8,"0.5","4","neutral",6,25.5180851102541
1,8,9,"0.5","4","neutral",6,28.555376828073
1,8,10,"0.5","4","positive",6,21.7115674896581
1,8,11,"0.5","4","neutral",6,27.5635819663825
1,8,12,"0.5","4","negative",7,14.6282558080828
1,8,13,"0.5","4","negative",7,18.2709674452056
1,8,14,"0.5","4","neutral",7,27.3020595340861
1,8,15,"0.5","4","negative",7,21.3130449848754
1,8,16,"0.5","4","neutral",7,17.9667589234956
1,8,17,"0.5","4","positive",7,19.1802288226341
1,8,18,"0.5","4","negative",5,30.9194006667497
1,8,19,"0.5","4","positive",5,31.2022550244602
1,8,20,"0.5","4","positive",5,24.6848474605302
1,8,21,"0.5","4","negative",6,21.9227038661314
1,8,22,"0.5","4","positive",6,22.2275953351667
1,8,23,"0.5","4","negative",5,27.1167290142013
1,8,24,"0.5","4","positive",7,24.783700882506
1,8,25,"0.5","4","negative",6,21.7429586530733
1,8,26,"0.5","4","positive",7,24.2476708747542
1,8,27,"0.5","4","positive",6,25.2768025127317
1,8,28,"0.5","4","positive",6,23.0269717356031
1,8,29,"0.5","4","negative",6,21.7125918576418
1,8,30,"0.5","4","negative",5,22.3783858131353
2,1,1,"2","1","positive",4,41.9278166919374
2,1,2,"2","1","positive",5,68.2813636256209
2,1,3,"2","1","positive",5,60.1620282856119
2,1,4,"2","1","neutral",4,54.0628163474369
2,1,5,"2","1","negative",4,65.9084262385708
2,1,6,"2","1","positive",4,60.0012815652899
2,1,7,"2","1","negative",4,61.9419287100949
2,1,8,"2","1","positive",4,75.5659581783465
2,1,9,"2","1","positive",6,48.484557163471
2,1,10,"2","1","negative",5,51.874828213855
2,1,11,"2","1","neutral",4,58.8107162948621
2,1,12,"2","1","neutral",3,54.5481352753967
2,1,13,"2","1","neutral",4,57.8061222542719
2,1,14,"2","1","neutral",4,68.300424376183
2,1,15,"2","1","negative",3,35.7362069973637
2,1,16,"2","1","neutral",4,47.8289302790841
2,1,17,"2","1","negative",3,48.6146440443759
2,1,18,"2","1","neutral",4,36.6896013084228
2,1,19,"2","1","positive",3,67.8170184297699
2,1,20,"2","1","neutral",4,48.8721995736055
2,1,21,"2","1","positive",5,47.0301374141727
2,1,22,"2","1","neutral",4,41.9270184929465
2,1,23,"2","1","neutral",4,54.7099271902635
2,1,24,"2","1","positive",5,40.442184606047
2,1,25,"2","1","positive",4,33.3745697678153
2,1,26,"2","1","negative",4,39.5885254714667
2,1,27,"2","1","negative",3,36.4045799713871
2,1,28,"2","1","negative",5,63.9852170045182
2,1,29,"2","1","negative",1,76.7813105547791
2,1,30,"2","1","negative",4,52.8934529416274
2,2,1,"0.5","1","positive",4,47.0231533941622
2,2,2,"0.5","1","neutral",3,44.2361208519578
2,2,3,"0.5","1","neutral",4,43.0087447208113
2,2,4,"0.5","1","neutral",4,53.968557040996
2,2,5,"0.5","1","neutral",4,27.3846371973865
2,2,6,"0.5","1","negative",4,32.6178403436403
2,2,7,"0.5","1","positive",4,39.5808581742044
2,2,8,"0.5","1","negative",1,33.7780953676013
2,2,9,"0.5","1","negative",4,39.9178871356133
2,2,10,"0.5","1","negative",2,26.5830046503238
2,2,11,"0.5","1","neutral",4,48.7134346081424
2,2,12,"0.5","1","neutral",3,48.9587938153782
2,2,13,"0.5","1","neutral",4,41.5499308882745
2,2,14,"0.5","1","neutral",4,35.6774209477029
2,2,15,"0.5","1","neutral",4,42.5162550177854
2,2,16,"0.5","1","negative",4,45.063218066681
2,2,17,"0.5","1","neutral",4,34.1978257829593
2,2,18,"0.5","1","positive",4,44.08387689397
2,2,19,"0.5","1","positive",3,24.9204700938745
2,2,20,"0.5","1","positive",7,34.9973181766027
2,2,21,"0.5","1","positive",5,35.8488647292663
2,2,22,"0.5","1","negative",4,34.4918916994473
2,2,23,"0.5","1","negative",4,27.1126023277557
2,2,24,"0.5","1","negative",4,32.4658141953087
2,2,25,"0.5","1","positive",5,27.863442722163
2,2,26,"0.5","1","negative",3,31.9469806942666
2,2,27,"0.5","1","negative",2,39.8068825942284
2,2,28,"0.5","1","positive",3,32.9603140342597
2,2,29,"0.5","1","positive",4,35.2844165730272
2,2,30,"0.5","1","positive",4,36.8158342089504
2,3,1,"0.5","2","neutral",5,23.4620214367968
2,3,2,"0.5","2","negative",3,28.6267048939085
2,3,3,"0.5","2","negative",1,25.0346684560703
2,3,4,"0.5","2","negative",2,43.8712243305718
2,3,5,"0.5","2","neutral",3,33.7834645170931
2,3,6,"0.5","2","negative",3,29.387669425443
2,3,7,"0.5","2","negative",3,35.8159707641481
2,3,8,"0.5","2","neutral",3,28.947232310657
2,3,9,"0.5","2","neutral",4,31.0233783804934
2,3,10,"0.5","2","neutral",3,38.4882693782134
2,3,11,"0.5","2","neutral",4,54.2541365602008
2,3,12,"0.5","2","positive",3,38.0906431451154
2,3,13,"0.5","2","neutral",4,31.0547604017789
2,3,14,"0.5","2","neutral",4,29.9598629204091
2,3,15,"0.5","2","neutral",4,25.2836897490167
2,3,16,"0.5","2","neutral",4,38.5605906415099
2,3,17,"0.5","2","positive",4,18.9931539284828
2,3,18,"0.5","2","positive",4,36.4433177230391
2,3,19,"0.5","2","negative",4,33.7686183146027
2,3,20,"0.5","2","negative",4,35.372401329449
2,3,21,"0.5","2","negative",2,22.9508797000199
2,3,22,"0.5","2","positive",4,39.7092533967929
2,3,23,"0.5","2","positive",4,31.8693228120828
2,3,24,"0.5","2","positive",4,25.6674889544451
2,3,25,"0.5","2","negative",4,32.3412299559181
2,3,26,"0.5","2","positive",4,32.6331856828839
2,3,27,"0.5","2","negative",4,35.7751830070794
2,3,28,"0.5","2","positive",4,30.9328645691568
2,3,29,"0.5","2","positive",4,35.3478358940798
2,3,30,"0.5","2","positive",4,37.5073641127216
2,4,1,"2","2","negative",2,52.1841526911357
2,4,2,"2","2","neutral",5,61.4549545983576
2,4,3,"2","2","negative",4,40.5095218613844
2,4,4,"2","2","positive",4,54.5856544736399
2,4,5,"2","2","neutral",4,47.7643961575367
2,4,6,"2","2","positive",4,47.5214752127019
2,4,7,"2","2","neutral",5,37.4907595313164
2,4,8,"2","2","positive",6,32.8054039786692
2,4,9,"2","2","neutral",4,41.089800823937
2,4,10,"2","2","neutral",3,39.0353337536463
2,4,11,"2","2","negative",5,31.4399384964522
2,4,12,"2","2","neutral",3,56.4767007713827
2,4,13,"2","2","positive",4,48.0906780611329
2,4,14,"2","2","negative",4,74.5193906834342
2,4,15,"2","2","negative",4,70.9466007014338
2,4,16,"2","2","positive",4,35.9270753322896
2,4,17,"2","2","negative",2,46.8087835558906
2,4,18,"2","2","neutral",3,59.5024854972559
2,4,19,"2","2","negative",1,45.5783550298117
2,4,20,"2","2","positive",3,49.237600668817
2,4,21,"2","2","neutral",4,55.8563691038327
2,4,22,"2","2","neutral",3,95.7311068151985
2,4,23,"2","2","neutral",4,38.5039614079088
2,4,24,"2","2","positive",4,35.145940928046
2,4,25,"2","2","positive",4,45.9083340223035
2,4,26,"2","2","positive",4,92.1751717748856
2,4,27,"2","2","negative",4,34.1278397316215
2,4,28,"2","2","positive",4,61.7037678113352
2,4,29,"2","2","negative",4,28.5803805488093
2,4,30,"2","2","negative",3,43.330166274355
2,5,1,"0.5","3","positive",4,28.0366627466642
2,5,2,"0.5","3","negative",4,22.8315801030566
2,5,3,"0.5","3","positive",3,28.5350202931283
2,5,4,"0.5","3","neutral",3,20.6323748630377
2,5,5,"0.5","3","negative",3,32.6537463871343
2,5,6,"0.5","3","neutral",3,37.121931855666
2,5,7,"0.5","3","positive",4,31.6122301478762
2,5,8,"0.5","3","positive",3,25.2797595025923
2,5,9,"0.5","3","neutral",3,18.8625296566155
2,5,10,"0.5","3","neutral",3,25.2364828536633
2,5,11,"0.5","3","negative",4,33.5653580899147
2,5,12,"0.5","3","neutral",3,28.3685764642562
2,5,13,"0.5","3","positive",4,18.4032985526886
2,5,14,"0.5","3","neutral",4,33.5810313820163
2,5,15,"0.5","3","negative",4,36.697046543785
2,5,16,"0.5","3","negative",4,28.3784678528577
2,5,17,"0.5","3","neutral",4,32.4890882390524
2,5,18,"0.5","3","positive",3,26.4943408500666
2,5,19,"0.5","3","neutral",4,25.2252528700103
2,5,20,"0.5","3","neutral",4,38.2895882494668
2,5,21,"0.5","3","negative",3,37.5835763904749
2,5,22,"0.5","3","negative",4,39.8340228976986
2,5,23,"0.5","3","negative",3,30.7172090033478
2,5,24,"0.5","3","neutral",4,28.4741415195144
2,5,25,"0.5","3","negative",4,27.0207155377811
2,5,26,"0.5","3","positive",4,24.8038841905178
2,5,27,"0.5","3","negative",4,34.1345941072309
2,5,28,"0.5","3","positive",4,26.2898536413536
2,5,29,"0.5","3","positive",4,32.5844285524938
2,5,30,"0.5","3","positive",5,27.9044139733342
2,6,1,"0.5","4","neutral",3,27.5384028370031
2,6,2,"0.5","4","neutral",5,23.9576156119862
2,6,3,"0.5","4","negative",4,34.2113012464502
2,6,4,"0.5","4","neutral",4,26.8128252454148
2,6,5,"0.5","4","neutral",4,20.3590334672884
2,6,6,"0.5","4","negative",4,20.03902225805
2,6,7,"0.5","4","neutral",4,40.2503966728068
2,6,8,"0.5","4","neutral",4,23.9175317849295
2,6,9,"0.5","4","negative",3,23.3594231381307
2,6,10,"0.5","4","positive",3,27.5680890648667
2,6,11,"0.5","4","neutral",3,24.1357324200083
2,6,12,"0.5","4","positive",4,33.2304698310281
2,6,13,"0.5","4","neutral",4,31.8445040595356
2,6,14,"0.5","4","negative",4,26.2745219146816
2,6,15,"0.5","4","positive",4,28.705970379648
2,6,16,"0.5","4","negative",4,24.0434588940557
2,6,17,"0.5","4","positive",5,40.6075225318964
2,6,18,"0.5","4","neutral",5,29.6672661719223
2,6,19,"0.5","4","negative",3,34.6680777160775
2,6,20,"0.5","4","negative",3,22.989795017834
2,6,21,"0.5","4","negative",2,28.5321067643749
2,6,22,"0.5","4","negative",3,23.6130844418715
2,6,23,"0.5","4","neutral",4,32.6983349204578
2,6,24,"0.5","4","negative",3,31.6128537351086
2,6,25,"0.5","4","positive",3,33.8050178081818
2,6,26,"0.5","4","positive",4,24.1049405941764
2,6,27,"0.5","4","positive",4,21.8232313354278
2,6,28,"0.5","4","positive",4,40.2122889579419
2,6,29,"0.5","4","positive",4,36.6837094464595
2,6,30,"0.5","4","positive",4,31.659128068934
2,7,1,"2","3","neutral",4,43.1949010575924
2,7,2,"2","3","positive",4,79.0684905747793
2,7,3,"2","3","negative",4,34.7987030250733
2,7,4,"2","3","positive",4,56.8270467032075
2,7,5,"2","3","negative",4,31.7438448924166
2,7,6,"2","3","neutral",4,56.4803778518941
2,7,7,"2","3","positive",4,47.9557466881506
2,7,8,"2","3","neutral",4,54.1384535312823
2,7,9,"2","3","negative",3,54.5334850245616
2,7,10,"2","3","neutral",4,33.6851985359729
2,7,11,"2","3","neutral",4,70.6391999213157
2,7,12,"2","3","positive",4,78.2966474974658
2,7,13,"2","3","negative",5,44.5840566779075
2,7,14,"2","3","negative",5,31.1334464749254
2,7,15,"2","3","negative",3,44.0663799600472
2,7,16,"2","3","neutral",4,63.7144618685429
2,7,17,"2","3","negative",4,29.2922476248814
2,7,18,"2","3","negative",4,41.2545475629743
2,7,19,"2","3","negative",4,36.4413927288866
2,7,20,"2","3","positive",5,40.1251127261327
2,7,21,"2","3","positive",5,44.8330898990735
2,7,22,"2","3","positive",5,41.5111647316708
2,7,23,"2","3","positive",5,45.1371276785597
2,7,24,"2","3","negative",5,55.0669694951154
2,7,25,"2","3","positive",5,43.7560247991956
2,7,26,"2","3","positive",5,54.4365163366247
2,7,27,"2","3","neutral",5,48.7152240162435
2,7,28,"2","3","neutral",4,61.9504785688173
2,7,29,"2","3","neutral",6,35.9753660443361
2,7,30,"2","3","neutral",4,77.1980920130795
2,8,1,"2","4","negative",4,42.4317388373784
2,8,2,"2","4","positive",4,71.9388386999577
2,8,3,"2","4","neutral",3,38.4914879507823
2,8,4,"2","4","negative",5,45.5256690536203
2,8,5,"2","4","neutral",3,43.1965975620334
2,8,6,"2","4","negative",3,40.7480527177578
2,8,7,"2","4","negative",3,39.9567643526877
2,8,8,"2","4","negative",3,64.5346617322677
2,8,9,"2","4","neutral",4,53.2634365175993
2,8,10,"2","4","positive",4,33.5357335734192
2,8,11,"2","4","neutral",4,56.3245718893631
2,8,12,"2","4","positive",3,47.3549746715425
2,8,13,"2","4","negative",4,71.9107874362568
2,8,14,"2","4","negative",4,50.6867907468338
2,8,15,"2","4","positive",4,68.7844095746403
2,8,16,"2","4","neutral",4,31.8345526005378
2,8,17,"2","4","neutral",5,61.3702959002049
2,8,18,"2","4","positive",4,48.6587659643824
2,8,19,"2","4","positive",4,68.5728389320179
2,8,20,"2","4","positive",4,30.6970558616092
2,8,21,"2","4","positive",4,39.2507806476694
2,8,22,"2","4","neutral",4,44.9794859692876
2,8,23,"2","4","neutral",4,36.6714041301329
2,8,24,"2","4","positive",4,80.0385341568486
2,8,25,"2","4","negative",5,46.7715248434594
2,8,26,"2","4","positive",4,62.4965177882094
2,8,27,"2","4","negative",4,30.8952320489624
2,8,28,"2","4","negative",4,63.7640710691966
2,8,29,"2","4","neutral",4,47.9573727750333
2,8,30,"2","4","neutral",4,42.6397011407117
3,1,1,"0.5","1","negative",3,39.5874127901641
3,1,2,"0.5","1","negative",3,34.5783803092997
3,1,3,"0.5","1","positive",4,49.5816777796418
3,1,4,"0.5","1","negative",4,31.9042917704374
3,1,5,"0.5","1","positive",4,36.1694539207314
3,1,6,"0.5","1","neutral",4,26.6100334863264
3,1,7,"0.5","1","negative",3,55.4678804150982
3,1,8,"0.5","1","neutral",4,36.5623581277728
3,1,9,"0.5","1","neutral",4,43.0819319478276
3,1,10,"0.5","1","positive",4,43.8915002745597
3,1,11,"0.5","1","negative",3,34.7836469504032
3,1,12,"0.5","1","positive",4,59.7365801871913
3,1,13,"0.5","1","positive",4,48.1977538502158
3,1,14,"0.5","1","positive",4,49.8455212730522
3,1,15,"0.5","1","negative",3,37.0962314448079
3,1,16,"0.5","1","neutral",4,40.3491175784597
3,1,17,"0.5","1","negative",3,50.1903342368197
3,1,18,"0.5","1","positive",5,27.5773396031309
3,1,19,"0.5","1","negative",4,42.4056671224452
3,1,20,"0.5","1","negative",5,36.2964471228949
3,1,21,"0.5","1","positive",5,26.5613841070785
3,1,22,"0.5","1","positive",5,25.5357041545276
3,1,23,"0.5","1","negative",4,36.8079949142611
3,1,24,"0.5","1","neutral",5,46.0069395224902
3,1,25,"0.5","1","neutral",5,24.7610194742924
3,1,26,"0.5","1","neutral",5,34.8075336704665
3,1,27,"0.5","1","neutral",5,34.4405884813388
3,1,28,"0.5","1","neutral",5,36.6464743649984
3,1,29,"0.5","1","positive",5,30.6442047606409
3,1,30,"0.5","1","neutral",5,26.1290902623051
3,2,1,"2","1","neutral",3,65.0112108598691
3,2,2,"2","1","neutral",3,63.5501648212916
3,2,3,"2","1","positive",3,44.6173635741883
3,2,4,"2","1","neutral",3,98.147509768389
3,2,5,"2","1","neutral",3,35.9898301682418
3,2,6,"2","1","neutral",3,33.9998173517113
3,2,7,"2","1","negative",3,30.269524207393
3,2,8,"2","1","negative",3,36.9539335395309
3,2,9,"2","1","positive",3,58.560170259792
3,2,10,"2","1","positive",3,33.5180403960991
3,2,11,"2","1","positive",3,33.9857559845406
3,2,12,"2","1","positive",3,57.0428958259081
3,2,13,"2","1","neutral",3,54.9172891990797
3,2,14,"2","1","neutral",3,70.3399428998117
3,2,15,"2","1","negative",2,75.4425839139263
3,2,16,"2","1","positive",2,43.4990259303584
3,2,17,"2","1","neutral",3,52.3061047765318
3,2,18,"2","1","negative",3,48.146690890065
3,2,19,"2","1","negative",3,40.0156170959455
3,2,20,"2","1","neutral",2,70.5082203603519
3,2,21,"2","1","neutral",3,50.6687659462629
3,2,22,"2","1","negative",3,40.0319325619492
3,2,23,"2","1","negative",3,44.730962067668
3,2,24,"2","1","negative",3,36.1566634928135
3,2,25,"2","1","positive",3,45.4261987112689
3,2,26,"2","1","negative",3,39.0895477086373
3,2,27,"2","1","positive",3,34.3364136101223
3,2,28,"2","1","positive",3,46.0552629123481
3,2,29,"2","1","negative",3,50.9616565420613
3,2,30,"2","1","positive",3,49.3460368455852
3,3,1,"2","2","neutral",2,58.9510104438392
3,3,2,"2","2","positive",3,55.8680902745214
3,3,3,"2","2","negative",3,47.3570105022971
3,3,4,"2","2","positive",2,48.5896150791211
3,3,5,"2","2","positive",3,49.5683096257537
3,3,6,"2","2","neutral",3,44.0949957024837
3,3,7,"2","2","negative",4,36.289587503715
3,3,8,"2","2","negative",4,41.0929992093392
3,3,9,"2","2","negative",4,52.9505107065368
3,3,10,"2","2","neutral",4,40.0175386954386
3,3,11,"2","2","neutral",3,33.8672145873715
3,3,12,"2","2","negative",3,42.8232301680885
3,3,13,"2","2","neutral",3,46.5568116861138
