"code","block","trial","input_noise_magnitude","inpnoise_ascending","feedback","SoC","avg_dist_trialwise"
7,1,8,"2","1","positive",2,40.784467124687
7,1,9,"2","1","negative",2,30.6249593325087
7,1,10,"2","1","neutral",1,37.1839684942276
7,1,11,"2","1","neutral",2,42.7652759704366
7,1,12,"2","1","positive",1,46.6351756066815
7,1,13,"2","1","neutral",1,48.8768752446237
7,1,14,"2","1","positive",2,40.7838826353997
7,1,15,"2","1","positive",1,47.1108925213996
7,1,16,"2","1","negative",1,50.3322104315219
7,1,17,"2","1","positive",1,43.1178262176256
7,1,18,"2","1","negative",1,32.4621650399271
7,1,19,"2","1","neutral",1,36.0414509218369
7,1,20,"2","1","neutral",1,40.6726332828721
7,1,21,"2","1","negative",1,38.6188585036566
7,1,22,"2","1","neutral",1,55.472178683568
7,1,23,"2","1","positive",1,42.4224606349454
7,1,24,"2","1","positive",2,43.9077342022196
7,1,25,"2","1","positive",2,41.0350769476443
7,1,26,"2","1","neutral",2,54.9520129603576
7,1,27,"2","1","negative",1,54.6114392830039
7,1,28,"2","1","negative",1,33.5352112823044
7,1,29,"2","1","negative",1,42.3016587118054
7,1,30,"2","1","positive",2,40.1453130641893
7,2,1,"2","2","neutral",3,44.3350630442282
7,2,2,"2","2","positive",2,38.9341190982497
7,2,3,"2","2","neutral",1,50.5777672464905
7,2,4,"2","2","neutral",1,50.085936361553
7,2,5,"2","2","positive",2,46.703793027554
7,2,6,"2","2","negative",1,51.4177298552533
7,2,7,"2","2","positive",2,47.052365211299
7,2,8,"2","2","neutral",3,34.1399789546587
7,2,9,"2","2","positive",1,40.8553663216135
7,2,10,"2","2","positive",3,30.9764937354691
7,2,11,"2","2","negative",2,56.6802489990906
7,2,12,"2","2","negative",1,44.836647149756
7,2,13,"2","2","neutral",1,57.0472266344849
7,2,14,"2","2","neutral",1,65.6312666663655
7,2,15,"2","2","negative",1,52.2670672462243
7,2,16,"2","2","neutral",2,35.9433015060583
7,2,17,"2","2","neutral",1,63.9966338849766
7,2,18,"2","2","neutral",1,58.2380159617058
7,2,19,"2","2","neutral",3,23.3586463013622
7,2,20,"2","2","positive",2,41.0685977923567
7,2,21,"2","2","negative",3,29.8004430805426
7,2,22,"2","2","negative",2,48.3288877829553
7,2,23,"2","2","negative",2,30.3778743020646
7,2,24,"2","2","positive",3,30.4496548885458
7,2,25,"2","2","negative",2,34.446223467662
7,2,26,"2","2","positive",3,28.8378888446631
7,2,27,"2","2","positive",3,41.0956612205062
7,2,28,"2","2","negative",1,71.8567780587317
7,2,29,"2","2","positive",4,33.6471795442984
7,2,30,"2","2","negative",4,40.1374208050083
7,3,1,"0.5","1","negative",7,21.8827844954883
7,3,2,"0.5","1","neutral",7,24.5364231744062
7,3,3,"0.5","1","positive",7,23.5624451450063
7,3,4,"0.5","1","positive",7,20.0649911850386
7,3,5,"0.5","1","neutral",7,20.0153897522487
7,3,6,"0.5","1","negative",7,22.1119148083107
7,3,7,"0.5","1","negative",7,24.337438332228
7,3,8,"0.5","1","neutral",7,25.311938352003
7,3,9,"0.5","1","neutral",7,19.9785284417173
7,3,10,"0.5","1","positive",7,16.84230551948
7,3,11,"0.5","1","neutral",7,21.6159852967884
7,3,12,"0.5","1","negative",7,25.6388704349413
7,3,13,"0.5","1","neutral",7,25.1742884859033
7,3,14,"0.5","1","negative",7,23.6037571331466
7,3,15,"0.5","1","neutral",7,22.0294331037855
7,3,16,"0.5","1","negative",7,18.5093168487922
7,3,17,"0.5","1","negative",7,24.4415629884332
7,3,18,"0.5","1","negative",7,27.6914073975982
7,3,19,"0.5","1","neutral",7,21.3952480214136
7,3,20,"0.5","1","negative",7,13.9034281964979
7,3,21,"0.5","1","positive",7,26.6451892552502
7,3,22,"0.5","1","neutral",7,19.2882461690351
7,3,23,"0.5","1","positive",7,18.4830372730551
7,3,24,"0.5","1","positive",7,11.7780580292029
7,3,25,"0.5","1","positive",7,19.9884703290835
7,3,26,"0.5","1","neutral",7,14.3088257791833
7,3,27,"0.5","1","negative",7,18.090351918009
7,3,28,"0.5","1","positive",7,20.6832564260773
7,3,29,"0.5","1","positive",7,15.229028114653
7,3,30,"0.5","1","positive",7,16.7455357508767
7,4,1,"2","3","positive",5,20.8199679440781
7,4,2,"2","3","negative",4,18.6983353382027
7,4,3,"2","3","neutral",4,45.2720648567344
7,4,4,"2","3","negative",4,29.1305042341864
7,4,5,"2","3","positive",4,34.5159161936632
7,4,6,"2","3","positive",4,55.9490319431775
7,4,7,"2","3","positive",4,36.1154020094947
7,4,8,"2","3","negative",4,42.8090234795726
7,4,9,"2","3","negative",4,46.0056011845169
7,4,10,"2","3","positive",4,48.6756026325115
7,4,11,"2","3","positive",4,32.582909146494
7,4,12,"2","3","negative",3,39.916888987262
7,4,13,"2","3","negative",4,32.0437093219012
7,4,14,"2","3","negative",4,36.6871770007014
7,4,15,"2","3","neutral",4,29.7872086317009
7,4,16,"2","3","neutral",3,51.7309805728615
7,4,17,"2","3","neutral",3,48.2287888766121
7,4,18,"2","3","negative",3,30.5816083933546
7,4,19,"2","3","negative",3,50.6837059765723
7,4,20,"2","3","neutral",3,28.6417614253238
7,4,21,"2","3","positive",4,39.9935168720958
7,4,22,"2","3","neutral",4,42.4947708499697
7,4,23,"2","3","positive",3,40.2235019510645
7,4,24,"2","3","neutral",3,29.887789773404
7,4,25,"2","3","neutral",4,34.3905638351449
7,4,26,"2","3","positive",3,52.7955922143677
7,4,27,"2","3","neutral",4,36.2198114386236
7,4,28,"2","3","positive",4,27.6823231205543
7,4,29,"2","3","neutral",4,33.0147107897898
7,4,30,"2","3","negative",2,37.5715719789686
7,5,1,"2","4","positive",3,31.2895576090471
7,5,2,"2","4","negative",2,36.3280515840331
7,5,3,"2","4","positive",2,96.878048759992
7,5,4,"2","4","negative",2,45.7567248621196
7,5,5,"2","4","neutral",2,42.5669756785302
7,5,6,"2","4","negative",3,42.5370815087512
7,5,7,"2","4","neutral",3,54.2390190849166
7,5,8,"2","4","negative",2,41.7423010919397
7,5,9,"2","4","positive",3,45.2016884497675
7,5,10,"2","4","negative",2,41.0895765913209
7,5,11,"2","4","positive",3,30.467802696782
7,5,12,"2","4","negative",3,27.4616134416721
7,5,13,"2","4","negative",3,30.7767555498443
7,5,14,"2","4","positive",3,45.8278577191286
7,5,15,"2","4","positive",4,32.6693772654683
7,5,16,"2","4","negative",3,33.5233857688081
7,5,17,"2","4","negative",3,37.0695256679474
7,5,18,"2","4","negative",3,42.9713894358751
7,5,19,"2","4","neutral",3,38.505735715757
7,5,20,"2","4","neutral",2,32.1904907022923
7,5,21,"2","4","neutral",3,49.9188399957781
7,5,22,"2","4","positive",4,37.2343744670455
7,5,23,"2","4","positive",3,28.7909076769673
7,5,24,"2","4","positive",4,37.4057119592494
7,5,25,"2","4","neutral",4,18.2431374956601
7,5,26,"2","4","neutral",2,34.9005312159261
7,5,27,"2","4","positive",4,37.844521954566
7,5,28,"2","4","neutral",3,35.866727901057
7,5,29,"2","4","neutral",3,50.2819195887134
7,5,30,"2","4","neutral",3,35.0161314962402
7,6,1,"0.5","2","negative",7,22.0176258277847
7,6,2,"0.5","2","positive",7,33.8259864759775
7,6,3,"0.5","2","negative",7,17.8268489599098
7,6,4,"0.5","2","neutral",7,11.3683712997051
7,6,5,"0.5","2","neutral",7,17.2704244181191
7,6,6,"0.5","2","neutral",7,25.7661527889123
7,6,7,"0.5","2","neutral",7,12.4856514040508
7,6,8,"0.5","2","neutral",7,12.1966598168974
7,6,9,"0.5","2","negative",7,19.0992451252836
7,6,10,"0.5","2","negative",7,19.056787707735
7,6,11,"0.5","2","positive",7,26.8484920211226
7,6,12,"0.5","2","neutral",7,44.7363346664853
7,6,13,"0.5","2","neutral",7,29.0994004462881
7,6,14,"0.5","2","neutral",7,26.1720276465488
7,6,15,"0.5","2","negative",7,26.3238728600788
7,6,16,"0.5","2","neutral",7,19.9262798374363
7,6,17,"0.5","2","neutral",7,21.2342747668942
7,6,18,"0.5","2","negative",7,20.3406021643307
7,6,19,"0.5","2","negative",7,13.0069691789059
7,6,20,"0.5","2","positive",7,26.6094684058816
7,6,21,"0.5","2","negative",7,13.0458744083777
7,6,22,"0.5","2","positive",7,22.4633420742424
7,6,23,"0.5","2","positive",7,15.1896450238802
7,6,24,"0.5","2","positive",7,8.75404093920829
7,6,25,"0.5","2","positive",7,18.7838209437125
7,6,26,"0.5","2","negative",7,14.7872535252042
7,6,27,"0.5","2","negative",7,12.6348797119088
7,6,28,"0.5","2","positive",7,20.3078334903988
7,6,29,"0.5","2","positive",7,13.5146638949319
7,6,30,"0.5","2","positive",7,26.0858840099476
7,7,1,"0.5","3","positive",7,17.8257541546407
7,7,2,"0.5","3","neutral",7,17.3650467857319
7,7,3,"0.5","3","positive",7,17.7754161369009
7,7,4,"0.5","3","negative",7,15.9300313913634
7,7,5,"0.5","3","neutral",7,10.7657609869842
7,7,6,"0.5","3","neutral",7,19.7597032107379
7,7,7,"0.5","3","negative",7,21.6456754931934
7,7,8,"0.5","3","negative",7,17.470816555086
7,7,9,"0.5","3","neutral",7,27.6347545062188
7,7,10,"0.5","3","neutral",7,11.3831293445042
7,7,11,"0.5","3","positive",7,18.974112757292
7,7,12,"0.5","3","negative",7,19.8544822510817
7,7,13,"0.5","3","negative",7,22.5107035768003
7,7,14,"0.5","3","neutral",7,16.7573338213868
7,7,15,"0.5","3","negative",7,25.718722360711
7,7,16,"0.5","3","neutral",7,20.7378377379057
7,7,17,"0.5","3","neutral",7,18.0018274721786
7,7,18,"0.5","3","negative",7,16.6712319357064
7,7,19,"0.5","3","neutral",7,11.9628272683583
7,7,20,"0.5","3","negative",7,19.5262818190344
7,7,21,"0.5","3","neutral",7,22.9075678808095
7,7,22,"0.5","3","negative",7,15.9250759124988
7,7,23,"0.5","3","negative",7,20.4508054502733
7,7,24,"0.5","3","positive",7,14.8731061130444
7,7,25,"0.5","3","positive",7,16.2031137323983
7,7,26,"0.5","3","positive",7,18.6193750253303
7,7,27,"0.5","3","positive",7,20.4979955224883
7,7,28,"0.5","3","positive",7,17.2479701476587
7,7,29,"0.5","3","positive",7,15.2956273966001
7,7,30,"0.5","3","positive",7,21.8534991965314
7,8,1,"0.5","4","positive",7,19.0685431385805
7,8,2,"0.5","4","neutral",7,16.9769190733172
7,8,3,"0.5","4","negative",6,20.0772436591683
7,8,4,"0.5","4","negative",6,23.5218516531609
7,8,5,"0.5","4","neutral",6,20.2163386699722
7,8,6,"0.5","4","negative",6,21.3862395367594
7,8,7,"0.5","4","positive",7,19.6630046460835
7,8,8,"0.5","4","neutral",6,35.2488670340232
7,8,9,"0.5","4","neutral",6,25.6575649008367
7,8,10,"0.5","4","neutral",6,11.3789355247197
7,8,11,"0.5","4","negative",6,20.6609760356892
7,8,12,"0.5","4","neutral",6,13.6201041309169
7,8,13,"0.5","4","positive",6,22.1182092572117
7,8,14,"0.5","4","positive",6,23.0133829003448
7,8,15,"0.5","4","negative",6,13.8477368438027
7,8,16,"0.5","4","negative",6,20.8488761316452
7,8,17,"0.5","4","negative",6,24.8473730211375
7,8,18,"0.5","4","negative",6,24.6049600233728
7,8,19,"0.5","4","neutral",6,18.7384229458743
7,8,20,"0.5","4","positive",6,15.7895298329717
7,8,21,"0.5","4","positive",6,14.5613918866883
7,8,22,"0.5","4","neutral",6,20.9243293794934
7,8,23,"0.5","4","negative",6,18.9755546318536
7,8,24,"0.5","4","neutral",6,26.0757677945995
7,8,25,"0.5","4","positive",5,22.1487712362122
7,8,26,"0.5","4","positive",6,17.4250009966291
7,8,27,"0.5","4","positive",6,13.6821477405716
7,8,28,"0.5","4","negative",6,18.5865517465259
7,8,29,"0.5","4","neutral",6,13.5270399677837
7,8,30,"0.5","4","positive",6,15.3632658810244
8,1,1,"2","1","positive",3,30.4568306484436
8,1,2,"2","1","positive",2,63.2556809232646
8,1,3,"2","1","negative",1,105.194739134255
8,1,4,"2","1","neutral",1,97.4666690685683
8,1,5,"2","1","negative",2,54.4690802988663
8,1,6,"2","1","negative",2,53.1378527800517
8,1,7,"2","1","positive",3,32.5703569822047
8,1,8,"2","1","positive",2,44.6974447255941
8,1,9,"2","1","negative",1,105.068725119118
8,1,10,"2","1","positive",3,52.6013537922798
8,1,11,"2","1","negative",3,30.6682003261692
8,1,12,"2","1","positive",3,38.4917897300765
8,1,13,"2","1","neutral",3,35.1928691707167
8,1,14,"2","1","negative",3,49.2665668404457
8,1,15,"2","1","negative",4,32.273413605412
8,1,16,"2","1","neutral",2,72.9409784063281
8,1,17,"2","1","neutral",1,63.2206606175495
8,1,18,"2","1","negative",3,43.9339614389831
8,1,19,"2","1","neutral",4,46.6704852621651
8,1,20,"2","1","neutral",2,87.3691135990862
8,1,21,"2","1","positive",4,48.3337402531884
8,1,22,"2","1","positive",3,46.0679008393909
8,1,23,"2","1","neutral",2,66.0155711170888
8,1,24,"2","1","neutral",4,50.8827370726967
8,1,25,"2","1","neutral",3,40.8658709484302
8,1,26,"2","1","negative",3,39.3053032689204
8,1,27,"2","1","neutral",1,110.987596313149
8,1,28,"2","1","positive",4,25.6354492169887
8,1,29,"2","1","positive",3,42.6338507701838
8,1,30,"2","1","negative",3,47.0278148722677
8,2,1,"0.5","1","neutral",6,39.1485598868437
8,2,2,"0.5","1","neutral",6,33.3811311027802
8,2,3,"0.5","1","negative",4,45.6978615318216
8,2,4,"0.5","1","positive",2,62.6441284170797
8,2,5,"0.5","1","neutral",3,31.0106780636698
8,2,6,"0.5","1","positive",5,30.8465942953535
8,2,7,"0.5","1","neutral",2,47.5363362282837
8,2,8,"0.5","1","positive",3,38.2218711246815
8,2,9,"0.5","1","positive",5,27.5908141399287
8,2,10,"0.5","1","positive",4,43.723375342343
8,2,11,"0.5","1","negative",4,30.7728249507831
8,2,12,"0.5","1","positive",4,38.0457399275183
8,2,13,"0.5","1","neutral",4,40.8117210201469
8,2,14,"0.5","1","positive",4,44.5674417679023
8,2,15,"0.5","1","positive",5,35.4350550578118
8,2,16,"0.5","1","neutral",3,56.2702193648365
8,2,17,"0.5","1","neutral",6,35.6388909703516
8,2,18,"0.5","1","positive",7,27.5708119204619
8,2,19,"0.5","1","neutral",6,34.4543894648425
8,2,20,"0.5","1","negative",6,21.9274727073336
8,2,21,"0.5","1","neutral",6,40.3631408974044
8,2,22,"0.5","1","neutral",6,24.3574754982432
8,2,23,"0.5","1","positive",6,26.6838681343259
8,2,24,"0.5","1","negative",5,29.6841978670139
8,2,25,"0.5","1","negative",5,35.4257598915316
8,2,26,"0.5","1","negative",4,44.3410661064109
8,2,27,"0.5","1","negative",4,47.0794615149364
8,2,28,"0.5","1","negative",6,24.8318577665486
8,2,29,"0.5","1","negative",4,36.4752553963994
8,2,30,"0.5","1","negative",4,26.5709169147181
8,3,1,"2","2","neutral",2,41.6053638030627
8,3,2,"2","2","neutral",1,43.3306342445782
8,3,3,"2","2","negative",1,48.297228389958
8,3,4,"2","2","neutral",1,47.799120005304
8,3,5,"2","2","negative",1,61.3529759406166
8,3,6,"2","2","negative",2,45.2644532998263
8,3,7,"2","2","neutral",2,27.5301922799801
8,3,8,"2","2","positive",3,43.2803514115382
8,3,9,"2","2","positive",2,90.9832177210552
8,3,10,"2","2","negative",2,53.3618851819833
8,3,11,"2","2","negative",1,52.0436937958015
8,3,12,"2","2","neutral",2,67.3486205943415
8,3,13,"2","2","positive",2,53.9223077499236
8,3,14,"2","2","negative",2,53.6202160322524
8,3,15,"2","2","positive",3,40.0168861207083
8,3,16,"2","2","positive",3,38.8966434492276
8,3,17,"2","2","positive",3,37.5340837971273
8,3,18,"2","2","neutral",3,40.5504484236149
8,3,19,"2","2","neutral",1,79.5022770547692
8,3,20,"2","2","negative",2,58.1672722910333
8,3,21,"2","2","neutral",2,56.314160515461
8,3,22,"2","2","negative",2,37.3117663677287
8,3,23,"2","2","negative",3,48.5768583526462
8,3,24,"2","2","positive",3,58.5332961780395
8,3,25,"2","2","neutral",2,68.8843645250165
8,3,26,"2","2","neutral",3,51.9016334459101
8,3,27,"2","2","positive",2,91.5994870275561
8,3,28,"2","2","positive",2,69.5251765326909
8,3,29,"2","2","negative",3,58.6143042248823
8,3,30,"2","2","positive",3,53.0366820540866
8,4,1,"2","3","positive",3,51.7255199290177
8,4,2,"2","3","negative",2,73.2758108443469
8,4,3,"2","3","negative",2,48.0288704146716
8,4,4,"2","3","positive",3,52.9214572583412
8,4,5,"2","3","positive",2,65.6844931292172
8,4,6,"2","3","negative",3,37.163244192388
8,4,7,"2","3","neutral",3,41.0329309385969
8,4,8,"2","3","negative",4,29.9892561789586
8,4,9,"2","3","negative",4,45.3162027933943
8,4,10,"2","3","positive",4,40.1917409986846
8,4,11,"2","3","negative",3,68.0575236520224
8,4,12,"2","3","negative",3,48.3962873914328
8,4,13,"2","3","negative",1,164.130838627285
8,4,14,"2","3","neutral",3,57.2110820199238
8,4,15,"2","3","positive",3,69.4353754230116
8,4,16,"2","3","negative",4,29.2646705169587
8,4,17,"2","3","positive",4,57.4370374075001
8,4,18,"2","3","negative",3,60.9972577844252
8,4,19,"2","3","neutral",3,44.8728752206516
8,4,20,"2","3","positive",3,74.2790132350143
8,4,21,"2","3","positive",4,42.5649990708203
8,4,22,"2","3","neutral",3,62.695654592205
8,4,23,"2","3","neutral",4,38.7083609048752
8,4,24,"2","3","neutral",4,60.7944568826833
8,4,25,"2","3","positive",3,50.1823098083098
8,4,26,"2","3","neutral",2,87.2672164526342
8,4,27,"2","3","positive",3,57.3947682341139
8,4,28,"2","3","neutral",2,66.7671340534665
8,4,29,"2","3","neutral",2,80.3897726759812
8,4,30,"2","3","neutral",3,65.6470562826556
8,5,1,"0.5","2","negative",3,37.0242341865469
8,5,2,"0.5","2","neutral",4,41.0838274944974
8,5,3,"0.5","2","negative",4,35.2656279897285
8,5,4,"0.5","2","negative",4,41.4691361388377
8,5,5,"0.5","2","negative",4,37.1301437941083
8,5,6,"0.5","2","negative",4,41.679109882436
8,5,7,"0.5","2","positive",4,40.5686937859718
8,5,8,"0.5","2","positive",3,57.3222740383615
8,5,9,"0.5","2","negative",4,35.1906538752704
8,5,10,"0.5","2","neutral",4,33.3580646848434
8,5,11,"0.5","2","negative",3,40.1173033564776
8,5,12,"0.5","2","neutral",3,33.9957241197128
8,5,13,"0.5","2","neutral",3,27.0187706781298
8,5,14,"0.5","2","negative",3,39.7999841993907
8,5,15,"0.5","2","neutral",3,39.1620385899503
8,5,16,"0.5","2","positive",3,39.1262380872802
8,5,17,"0.5","2","positive",2,43.9427411796383
8,5,18,"0.5","2","positive",4,23.5797342356378
8,5,19,"0.5","2","positive",4,30.275238677761
8,5,20,"0.5","2","negative",4,30.796323983491
8,5,21,"0.5","2","positive",3,38.4244092127383
8,5,22,"0.5","2","negative",3,42.8921092680493
8,5,23,"0.5","2","neutral",3,41.0394787299506
8,5,24,"0.5","2","positive",2,31.1560146242589
8,5,25,"0.5","2","positive",3,40.6079813570566
8,5,26,"0.5","2","neutral",5,28.0457144703911
8,5,27,"0.5","2","positive",5,43.8178105058634
8,5,28,"0.5","2","neutral",6,26.5857694667888
8,5,29,"0.5","2","neutral",5,32.2496302435969
8,5,30,"0.5","2","neutral",4,37.0539682514338
8,6,1,"0.5","3","neutral",3,37.2107342722631
8,6,2,"0.5","3","negative",3,28.8923227690001
8,6,3,"0.5","3","positive",4,26.2323031872967
8,6,4,"0.5","3","neutral",6,23.050067819367
8,6,5,"0.5","3","neutral",5,30.9613776069288
8,6,6,"0.5","3","positive",5,30.6932509381703
8,6,7,"0.5","3","positive",5,32.853540941696
8,6,8,"0.5","3","negative",5,28.4121243109626
8,6,9,"0.5","3","negative",4,40.9578725935412
8,6,10,"0.5","3","positive",4,26.136816601627
8,6,11,"0.5","3","neutral",4,55.2859642509909
8,6,12,"0.5","3","neutral",4,28.9021497591877
8,6,13,"0.5","3","neutral",4,41.5049701205368
8,6,14,"0.5","3","neutral",4,24.3855686984112
8,6,15,"0.5","3","positive",4,33.0305962109942
8,6,16,"0.5","3","negative",5,17.9633713891048
8,6,17,"0.5","3","neutral",3,37.4598527099113
8,6,18,"0.5","3","positive",3,34.404201005307
8,6,19,"0.5","3","positive",3,35.9606846215457
8,6,20,"0.5","3","positive",3,41.218564934209
8,6,21,"0.5","3","neutral",5,20.0262024547367
8,6,22,"0.5","3","negative",3,42.1583340779533
8,6,23,"0.5","3","negative",4,27.7826242472151
8,6,24,"0.5","3","negative",3,28.6416304722141
8,6,25,"0.5","3","positive",3,43.0296947034832
8,6,26,"0.5","3","positive",3,28.7041708476744
8,6,27,"0.5","3","negative",3,40.4885607520213
8,6,28,"0.5","3","negative",3,39.2803119153533
8,6,29,"0.5","3","negative",4,33.2883741557059
8,6,30,"0.5","3","neutral",4,44.3296022492389
8,7,1,"2","4","negative",2,50.704029669569
8,7,2,"2","4","negative",1,80.7275927083951
8,7,3,"2","4","positive",2,68.7046798708294
8,7,4,"2","4","negative",2,52.0520212489977
8,7,5,"2","4","neutral",2,23.9274048924871
8,7,6,"2","4","negative",2,53.1875284045837
8,7,7,"2","4","positive",2,51.7066381695133
8,7,8,"2","4","negative",2,83.7111555534438
8,7,9,"2","4","negative",3,28.892529152821
8,7,10,"2","4","negative",1,76.8869153610424
8,7,11,"2","4","negative",2,42.8112826133741
8,7,12,"2","4","neutral",2,40.6040451764052
8,7,13,"2","4","positive",3,33.0305944455403
8,7,14,"2","4","negative",3,43.9197978388063
8,7,15,"2","4","negative",3,46.0162056775026
8,7,16,"2","4","positive",3,50.275093425162
8,7,17,"2","4","neutral",1,76.786741842418
8,7,18,"2","4","positive",2,48.3037680342954
8,7,19,"2","4","positive",2,60.0974809319703
8,7,20,"2","4","positive",1,50.5359115003811
8,7,21,"2","4","positive",2,74.9746109991169
8,7,22,"2","4","neutral",3,43.585246432568
8,7,23,"2","4","positive",2,65.291394725166
8,7,24,"2","4","positive",2,91.9683319440782
8,7,25,"2","4","neutral",3,40.8060512475259
8,7,26,"2","4","neutral",3,41.3013448683631
8,7,27,"2","4","neutral",3,43.2543203939165
8,7,28,"2","4","neutral",3,39.2814699336046
8,7,29,"2","4","neutral",4,50.8568133337861
8,7,30,"2","4","neutral",2,91.9328211206417
8,8,1,"0.5","4","positive",3,33.5975677533722
8,8,2,"0.5","4","negative",3,30.6787716907893
8,8,3,"0.5","4","positive",3,26.5325364051357
8,8,4,"0.5","4","neutral",4,33.8651205537323
8,8,5,"0.5","4","negative",4,28.4885212691863
8,8,6,"0.5","4","neutral",4,28.4393409649641
8,8,7,"0.5","4","neutral",4,31.2881937558617
8,8,8,"0.5","4","negative",4,36.6414423128794
8,8,9,"0.5","4","negative",4,23.4863480370738
8,8,10,"0.5","4","neutral",4,31.9270408770899
8,8,11,"0.5","4","positive",5,15.0798712522081
8,8,12,"0.5","4","negative",5,25.4863248179725
8,8,13,"0.5","4","negative",4,38.2892920439374
8,8,14,"0.5","4","neutral",3,30.9003148001486
8,8,15,"0.5","4","neutral",4,35.288804130528
8,8,16,"0.5","4","positive",4,32.4382915783201
8,8,17,"0.5","4","neutral",5,27.3540624547467
8,8,18,"0.5","4","negative",5,30.3946458359621
8,8,19,"0.5","4","positive",4,31.8736177210473
8,8,20,"0.5","4","negative",4,26.5185952266084
8,8,21,"0.5","4","negative",4,34.1357682815276
8,8,22,"0.5","4","positive",4,36.1927403175282
8,8,23,"0.5","4","negative",4,30.6685149431443
8,8,24,"0.5","4","neutral",4,24.4311765330665
8,8,25,"0.5","4","neutral",4,33.1932033563338
8,8,26,"0.5","4","neutral",4,35.9379518602742
8,8,27,"0.5","4","positive",3,35.5105064035736
8,8,28,"0.5","4","positive",4,39.457805955593
8,8,29,"0.5","4","positive",4,29.2523631736419
8,8,30,"0.5","4","positive",5,24.726589760302
9,1,1,"2","1","positive",3,63.1610632110025
9,1,2,"2","1","positive",4,48.3128974646098
9,1,3,"2","1","negative",2,47.5765250516831
9,1,4,"2","1","positive",3,42.6133736495656
9,1,5,"2","1","negative",3,44.9765857067442
9,1,6,"2","1","negative",3,28.9139014857719
9,1,7,"2","1","positive",2,75.2015562895476
9,1,8,"2","1","neutral",1,56.5166839216417
9,1,9,"2","1","negative",2,45.6576683816577
9,1,10,"2","1","negative",3,40.7403479962117
9,1,11,"2","1","positive",3,43.7225284961216
9,1,12,"2","1","positive",3,40.5227481669232
9,1,13,"2","1","neutral",3,60.4086561264343
9,1,14,"2","1","negative",2,53.840299636168
9,1,15,"2","1","negative",3,59.9240373305157
9,1,16,"2","1","negative",3,42.6797161134823
9,1,17,"2","1","negative",2,88.5505448196693
9,1,18,"2","1","neutral",1,69.3859827574702
9,1,19,"2","1","positive",2,52.9658403817521
9,1,20,"2","1","neutral",2,62.7355413210817
9,1,21,"2","1","neutral",2,66.0644039402044
9,1,22,"2","1","positive",3,92.7432084905071
9,1,23,"2","1","positive",3,61.1775726851909
9,1,24,"2","1","neutral",3,50.2849902226995
9,1,25,"2","1","neutral",3,61.6005837595514
9,1,26,"2","1","negative",3,67.0976031301384
9,1,27,"2","1","neutral",4,77.717165301975
9,1,28,"2","1","positive",4,44.9091554799399
9,1,29,"2","1","neutral",5,70.3351350008326
9,1,30,"2","1","neutral",5,87.7433036068937
9,2,1,"2","2","negative",4,51.3660219185246
9,2,2,"2","2","neutral",4,54.5799920679575
9,2,3,"2","2","positive",4,36.0195307769745
9,2,4,"2","2","neutral",4,56.1686928384626
9,2,5,"2","2","negative",6,39.7318602466181
9,2,6,"2","2","neutral",5,48.6052788961992
9,2,7,"2","2","negative",4,54.875964970691
9,2,8,"2","2","negative",4,90.4484728465669
9,2,9,"2","2","positive",4,71.2742683697112
9,2,10,"2","2","positive",5,70.3425114380464
9,2,11,"2","2","positive",4,66.9178836524222
9,2,12,"2","2","neutral",5,76.6088857258561
9,2,13,"2","2","negative",5,52.3372299296541
9,2,14,"2","2","neutral",5,48.7229328932724
9,2,15,"2","2","negative",5,89.0176387247602
9,2,16,"2","2","neutral",6,65.1952882107438
9,2,17,"2","2","positive",6,46.6049810777147
9,2,18,"2","2","negative",4,47.6518313112718
9,2,19,"2","2","positive",6,36.3495951392294
9,2,20,"2","2","negative",6,45.4495447462637
9,2,21,"2","2","positive",7,58.8672368478
9,2,22,"2","2","positive",7,34.8779899113833
9,2,23,"2","2","negative",5,47.3175332387758
9,2,24,"2","2","positive",6,51.6712827442195
9,2,25,"2","2","neutral",6,44.5863545129706
9,2,26,"2","2","positive",6,61.1627197903091
9,2,27,"2","2","neutral",2,95.1877106622415
9,2,28,"2","2","neutral",4,59.6715746579069
9,2,29,"2","2","neutral",4,80.5114097062632
9,2,30,"2","2","negative",3,85.8668284142669
9,3,1,"0.5","1","positive",4,34.2486037550913
9,3,2,"0.5","1","positive",7,23.5958863865672
9,3,3,"0.5","1","neutral",5,38.5567223913562
9,3,4,"0.5","1","positive",4,51.3926435170803
9,3,5,"0.5","1","positive",5,48.8127064598809
9,3,6,"0.5","1","negative",3,34.4286229383
9,3,7,"0.5","1","negative",4,44.5825875030315
9,3,8,"0.5","1","neutral",3,41.7976065992358
9,3,9,"0.5","1","negative",3,29.5744074263954
9,3,10,"0.5","1","positive",5,32.1968716987269
9,3,11,"0.5","1","positive",4,60.0861540619688
9,3,12,"0.5","1","neutral",5,29.0289374381315
9,3,13,"0.5","1","neutral",5,32.6135215912409
9,3,14,"0.5","1","negative",4,40.5553544458239
9,3,15,"0.5","1","positive",5,27.9796389925372
9,3,16,"0.5","1","positive",4,35.6520953846867
9,3,17,"0.5","1","neutral",3,38.4453898628917
9,3,18,"0.5","1","neutral",3,31.5401977485289
9,3,19,"0.5","1","negative",3,39.2897044454344
9,3,20,"0.5","1","positive",5,35.5845010465206
9,3,21,"0.5","1","positive",5,33.5776530700327
