obj,β01,β02,β03,β04,β05,β06,β07,β08,β09,β10,σ,σ1,σ2,ρ1,θ1,θ2,θ3
1833.4570694336494,2.2534387331579873,-0.08588611475614129,0.031558151334809215,-0.3047636633169761,0.09266615093901415,-0.004954559624855908,0.008369029436593328,-0.008924794191557325,0.0019790925029888914,-0.02056081763888408,0.25731006913897697,0.15931306032503975,0.29281154650534413,-0.4357859917944806,0.6191481773649223,-0.49591207460205033,1.024231680948386
1800.2754636527852,2.151445903073457,-0.0795261061149882,0.03215296040197621,-0.2938349375804912,0.14213813175345036,-0.002144439963739727,0.006746820380588161,-0.009126950548266427,0.0021334634461878037,-0.019277059652731774,0.25685622895104154,0.19986705539617686,0.27950240277045696,-0.583953023044112,0.7781281233178613,-0.6354382516338017,0.8833600969685511
1777.5759745759406,2.1519126193868194,-0.06826931880144557,0.03534669310755759,-0.2640075117180225,0.1344849906284214,-0.0018155104280951683,0.007776291823167958,-0.009102422780218205,0.0017896104143569015,-0.022715003389219904,0.2566332090678105,0.2013283112659408,0.2995360297303136,-0.6835590953187549,0.7844982806287693,-0.7978335237343478,0.8519158645121215
1809.667603813204,2.2353455160054003,-0.09136897527915942,0.03577234214584507,-0.2684823734352843,0.09001707350783834,-0.00042464635369507197,0.006818078843446917,-0.00869726610733561,0.002268368119852483,-0.01996014144045385,0.2573436706832415,0.1619204934506901,0.2707270937690856,-0.6912570270218442,0.6291994398805105,-0.727206561856464,0.7601889942957523
1832.2470188880704,2.226645306357024,-0.09002236572960329,0.038083343343034266,-0.3562518947004668,0.1118985103628263,0.0009152613808137728,0.006308402972645237,-0.008827861297816065,0.0027556882947359267,-0.020539536038472105,0.2570434578302724,0.21092978220316272,0.3405420390571026,-0.6704376150139206,0.8205996915215836,-0.8882240941069873,0.982987796602257
2075.035964603408,2.169146981428902,-0.09053582166328594,0.04250601429337307,-0.3242791292207064,0.15042728497268446,-0.0034502484085331183,0.007834102057501026,-0.008888355968771813,0.003136824800559018,-0.0217110621384085,0.2595152446914417,0.27441856497124956,0.3676900541965817,-0.7325790426681609,1.0574275330049592,-1.0379429856700784,0.9644134442544041
2104.809418710702,2.2768247321458053,-0.10250106141696357,0.033833639861806514,-0.3545614078329549,0.11485452972383162,-0.004591209869054651,0.008059289671213657,-0.009098700713405648,0.0028489866284279203,-0.021749328980373597,0.2602084835572768,0.19476122716003527,0.3216170538545519,-0.6136374417060654,0.7484814656981182,-0.7584543879519872,0.9759287571558953
1848.4801411244225,2.2919750897725155,-0.08068870424865449,0.04451545290246496,-0.20294877072025413,0.04266161241572572,-0.00041060704245956837,0.009669632535727073,-0.009017131807244184,0.001820537002653069,-0.02326455695953862,0.25755505888310376,0.1908490516252888,0.2814601041023445,-0.6841160146545666,0.7410029236191756,-0.7476124349401673,0.7970701888701214
1862.257147777204,2.2453232073333447,-0.07236412706025072,0.030280836426470698,-0.24663062427680868,0.11360201223161279,-0.004947878946414212,0.004514156683091071,-0.009125116906472277,0.0015020974582738967,-0.01597396239710236,0.25766801953817464,0.19024705623626822,0.2741702238677796,-0.6239710908387209,0.7383417491128824,-0.6639329706841224,0.8314947885064423
1668.7984109004844,2.2598994897482205,-0.08953822069486791,0.04212376774800771,-0.33821750209294127,0.1068019155671531,-0.0023820601358131494,0.00285327840541022,-0.009191038861828009,0.002373573956888842,-0.015065722944749406,0.2554514835875849,0.21125050146660534,0.3471403919616118,-0.8152066266401091,0.8269691704263495,-1.107807807287694,0.7870511378522772
